,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale
65,66,"65,She has two nieces of her own.",0.0,0,0,0,33,7,has two nieces of her own,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
66,67,"66,""She is a selfish, hypocritical woman, and I have no opinion of her.""",-1.75,-2,-6,-2,72,13,is a selfish hypocritical woman and i have no opinion of her,-1.8371309953395552,-2.0,-1.9030488541965425,-2.554687292188034,-1.649118545568529,-2.0,-1.725484601951676,-3.2298232129131437,-2.389301426390764,-3.0,-2.3451225740572195,-4.230462141810901,-1.7503346585797308,-2.0,-1.8962863727246424,-2.1529592621060725,,,,,,,,,
67,68,"67,""No more have I, said Mr. Bennet; and I am glad to find that you do not depend on her serving you.""",0.75,1,2,1,102,22,more have i said mr bennet and i am glad to find that you do not depend on her serving you,0.22845184975236635,0.5,0.1405056447428569,0.36861708242192814,0.5628480646191314,1.0,0.35002013329609194,0.9545661063153111,0.4240854820377771,1.0,0.24360441899516502,0.8335349457058885,0.2438417481427797,1.0,0.15848396611407178,0.6363016810540664,,,,,,,,,
68,69,"68,""Mrs. Bennet deigned not to make any reply; but, unable to contain herself, began scolding one of her daughters.""",-1.25,-2,-2,-2,116,19,bennet deigned not to make any reply but unable to contain herself began scolding one of her daughters,-1.424014426321171,-1.5,-1.069600863765206,-1.3624400789611266,-1.649118545568529,-2.0,-1.219846807033767,-2.2104155707522355,-0.9826079721764936,-1.0,-0.6758498982295115,-0.9650764942128672,-1.7503346585797308,-2.0,-1.3956999247399295,-1.4734350341925304,,,,,,,,,
69,70,"69,""Dont keep coughing so, Kitty, for heavens sake!""",0.0,0,0,1,52,8,not keep coughing so kitty for heavens sake,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,0.9777646817986425,1.7484394506866419,,,,,,,,,
70,71,"70,Have a little compassion on my nerves.",0.35,1,1,1,41,7,a little compassion on my nerves,-0.10204140546234111,0.09999999999999998,0.3326730265487378,0.6435124904876434,0.5628480646191314,1.0,1.3631634749855197,2.9971469329529246,0.07241211848420942,0.5,0.48644171192319025,1.3085666301702288,0.2438417481427797,1.0,1.1615059550024067,1.9978601997146936,,,,,,,,,
71,72,"71,You tear them to pieces.",0.0,0,0,0,27,5,tear them to pieces,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
72,73,"72,""Kitty has no discretion in her coughs, said her father; she times them ill.""",-0.7,0,-3,0,80,14,has no discretion in her coughs said her father she times them ill,-0.9695862004009481,-0.95,-0.8781934892951937,-1.088631861264366,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-1.3342813357300614,-1.5,-1.1866302004136797,-1.9642509801912855,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
73,74,"73,""I do not cough for my own amusement, replied Kitty fretfully.""",-0.3,0,3,0,66,11,do not cough for my own amusement replied kitty fretfully,-0.6390929451862407,-0.55,-0.6028340781975351,-0.694730268980147,-0.17447413877675547,0.0,-0.12345552172010059,0.0,0.7757588455913448,1.5,1.0952338686700462,2.499469230924606,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
74,75,"74,""When is your next ball to be, Lizzy?""",0.0,0,0,0,41,8,is your next ball to be lizzy,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
75,76,"75,To-morrow fortnight.",0.0,0,0,0,23,2,morrow fortnight,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
76,77,"76,""Aye, so it is, cried her mother, and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself.""",-1.5,-1,-2,0,178,35,so it is cried her mother and mrs long does not come back till the day before so it will be impossible for her to introduce him for she will not know him herself,-1.630572710830363,-1.75,-0.7918945873366635,-0.9651812962070897,-0.9117963421726424,-1.0,-0.4211190226314516,-0.6001142530705513,-0.9826079721764936,-1.0,-0.45038319494041706,-0.524024683090163,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
77,78,"77,""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_.""",2.05,1,5,3,98,17,my dear you may have the advantage of your friend and introduce mr bingley to her,1.3025549292001652,1.7999999999999998,1.1883232666087855,1.8675200181566067,0.5628480646191314,1.0,0.4891958108434736,1.2351557907113462,1.47910557269848,2.5,1.195890197021912,2.6963703931491185,1.5732926859577865,3.0,1.509331101705278,2.4700176366843034,,,,,,,,,
78,79,"78,""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teasing?""",-1.3,-1,0,-2,109,18,mr bennet impossible when i am not acquainted with him myself how can you be so teasing,-1.4653260832230093,-1.55,-1.147509719201308,-1.4738886838480603,-0.9117963421726424,-1.0,-0.7020895676338372,-1.166574125485841,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-1.7503346585797308,-2.0,-1.4559685689031825,-1.555247084952804,,,,,,,,,
79,80,"79,I honour your circumspection.",0.0,0,2,0,32,4,honour your circumspection,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,0.4240854820377771,1.0,2.15629513411339,4.5750883179517725,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
80,81,"80,A fortnights acquaintance is certainly very little.",0.0,0,0,0,54,7,fortnights acquaintance is certainly very little,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
81,82,"81,One cannot know what a man really is by the end of a fortnight.",0.0,0,0,0,66,14,cannot know what a man really is by the end of a fortnight,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
82,83,"82,""But if _we_ do not venture somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and, therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.""",0.0,0,4,0,226,43,if we do not venture somebody else will and after all mrs long and her nieces must stand their chance and therefore as she will think it an act of kindness if you decline the office i will take it on myself,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,1.1274322091449125,2.0,0.253610604462757,0.8531087726103979,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
83,84,"83,The girls stared at their father.",0.0,0,0,0,36,6,girls stared at their father,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
84,85,"84,""Mrs. Bennet said only, Nonsense, nonsense!""",-0.75,-1,-2,-1,47,6,bennet said only nonsense nonsense,-1.0108978573027865,-1.0,-1.7852277456300027,-2.3861442157627577,-0.9117963421726424,-1.0,-1.8574320885930458,-3.495840266222962,-0.9826079721764936,-1.0,-1.7429948718980388,-3.0525963652223975,-1.0856091896722273,-1.0,-2.0269156973561944,-2.330282861896839,,,,,,,,,
85,86,"85,What can be the meaning of that emphatic exclamation?",-0.25,-1,0,0,56,9,can be the meaning of that emphatic exclamation,-0.5977812882844022,-0.5,-0.6088826713005552,-0.7033827804191476,-0.9117963421726424,-1.0,-1.280081400400056,-2.3318534961154276,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
86,87,"86,cried he.",-1.0,0,-2,0,12,2,he,-1.2174561418119787,-1.25,-6.303209503016878,-8.849116376589242,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.9826079721764936,-1.0,-4.848456172998491,-9.1274150024809,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
87,88,"87,""Do you consider the forms of introduction, and the stress that is laid on them, as nonsense?""",-1.5,-2,-3,-2,97,17,you consider the forms of introduction and the stress that is laid on them as nonsense,-1.630572710830363,-1.75,-1.3414716780287719,-1.7513512340479787,-1.649118545568529,-2.0,-1.3487581868472491,-2.4703115814226924,-1.3342813357300614,-1.5,-1.009535027165246,-1.6178222358894714,-1.7503346585797308,-2.0,-1.5233234734030907,-1.6466784244562023,,,,,,,,,
88,89,"88,I cannot quite agree with you _there_.",0.5,0,1,1,41,7,cannot quite agree with you there,0.021893565243174193,0.25,0.592051853626463,1.014553859959826,-0.17447413877675547,0.0,-0.12345552172010059,0.0,0.07241211848420942,0.5,0.48644171192319025,1.3085666301702288,0.2438417481427797,1.0,1.1615059550024067,1.9978601997146936,,,,,,,,,
89,90,"89,""What say you, Mary?""",0.0,0,0,0,24,4,say you mary,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
90,91,"90,""for you are a young lady of deep reflection, I know, and read great books and make extracts.""",0.9,1,3,1,97,18,you are a young lady of deep reflection i know and read great books and make extracts,0.35238682045788167,0.65,0.33320109745339355,0.6442678958298965,0.5628480646191314,1.0,0.455178524193636,1.166574125485841,0.7757588455913448,1.5,0.5986130437196988,1.5279931278445258,0.2438417481427797,1.0,0.2625918194119763,0.777623542476402,,,,,,,,,
91,92,"91,""Mary wished to say something very sensible, but knew not how.""",0.8,1,0,0,66,11,wished to say something very sensible but knew not how,0.2697635066542048,0.55,0.6082286742071507,1.0376947991397443,0.5628480646191314,1.0,0.8230657468454216,1.908265213442325,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
92,93,"92,""While Mary is adjusting her ideas, he continued, let us return to Mr. Bingley.""",0.0,0,0,0,83,14,mary is adjusting her ideas he continued let us return to mr bingley,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
93,94,"93,""I am sick of Mr. Bingley, cried his wife.""",-1.75,-1,-4,-1,46,9,am sick of mr bingley cried his wife,-1.8371309953395552,-2.0,-2.626913279308161,-3.5901752332493366,-0.9117963421726424,-1.0,-1.280081400400056,-2.3318534961154276,-1.685954699283629,-2.0,-2.2643142786069133,-4.0723871598194465,-1.0856091896722273,-1.0,-1.4553327714972204,-1.5543840177580468,,,,,,,,,
94,95,"94,I am sorry to hear _that_; but why did not you tell me so before?",-0.5,-1,-1,0,68,15,am sorry to hear that but why did not you tell me so before,-0.8043395727935945,-0.75,-0.6763296192253042,-0.7998656283318599,-0.9117963421726424,-1.0,-0.8177392770103337,-1.3997335109926716,-0.6309346086229259,-0.5,-0.49491131978912867,-0.6111293855758363,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
95,96,"95,""If I had known as much this morning, I certainly would not have called on him.""",0.0,0,0,0,83,16,i had known as much this morning i certainly would not have called on him,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
96,97,"96,""It is very unlucky; but as I have actually paid the visit, we cannot escape the acquaintance now.""",-0.35,-1,-1,0,102,18,is very unlucky but as i have actually paid the visit we cannot escape the acquaintance now,-0.6804046020880791,-0.6,-0.5081118665549597,-0.5592301608053062,-0.9117963421726424,-1.0,-0.7020895676338372,-1.166574125485841,-0.6309346086229259,-0.5,-0.4428717720333152,-0.5093310426148419,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
97,98,"97,""The astonishment of the ladies was just what he wished; that of Mrs. Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while.""",0.65,2,3,3,225,41,astonishment of the ladies was just what he wished that of mrs bennet perhaps surpassing the rest though when the first tumult of joy was over she began to declare that it was what she had expected all the while,0.1458285359486895,0.4,-0.0804187996530785,0.05258470105108756,1.3001702680150182,2.0,0.3847716992945982,1.024628139478176,0.7757588455913448,1.5,0.1605342075397551,0.671035265361617,1.5732926859577865,3.0,0.44446336501762845,1.024506217995611,,,,,,,,,
98,99,"98,""How good it was in you, my dear Mr. Bennet!""",1.25,1,5,2,48,10,good it was in you my dear mr bennet,0.6415684187707505,1.0,1.2411467205892017,1.9430839603872163,0.5628480646191314,1.0,0.9176233161326866,2.098901098901099,1.47910557269848,2.5,2.159799822977838,4.581944094652,0.9085672170502831,2.0,1.7510951727279034,2.7982017982017986,,,,,,,,,
99,100,"99,But I knew I should persuade you at last.",0.0,0,0,0,44,9,i knew i should persuade you at last,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,,,,,,,,,
100,101,"100,I was sure you loved your girls too well to neglect such an acquaintance.",0.55,1,1,-1,77,14,was sure you loved your girls too well to neglect such an acquaintance,0.06320522214501266,0.30000000000000004,0.20332303331654372,0.4584773464444136,0.5628480646191314,1.0,0.620384533019828,1.4996431120628124,0.07241211848420942,0.5,0.15220930934447763,0.6547503267304285,-1.0856091896722273,-1.0,-1.0466706986430174,-0.9996431120628125,,,,,,,,,
101,102,"101,""Well, how pleased I am! and it is such a good joke, too, that you should have gone this morning, and never said a word about it till now.""",2.9,2,8,2,143,29,how pleased i am and it is such a good joke too that you should have gone this morning and never said a word about it till now,2.0048530965314186,2.65,0.9392016385053945,1.51115157013011,1.3001702680150182,2.0,0.5950001257743082,1.4484660461909686,2.534125663359183,4.0,1.110649485797512,2.5296248403980153,0.9085672170502831,2.0,0.4010165961796342,0.9655291278869357,,,,,,,,,
102,103,"102,""Now, Kitty, you may cough as much as you choose, said Mr. Bennet; and, as he spoke, he left the room, fatigued with the raptures of his wife.""",-1.3,-1,0,-3,147,28,kitty you may cough as much as you choose said mr bennet and as he spoke he left the room fatigued with the raptures of his wife,-1.4653260832230093,-1.55,-0.8351336097515804,-1.027034710659695,-0.9117963421726424,-1.0,-0.49550833024942575,-0.7500892538379149,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-2.415060127487234,-3.0,-1.4152695902914108,-1.5,,,,,,,,,
103,104,"103,""What an excellent father you have, girls, said she, when the door was shut.""",1.0,1,3,1,81,14,an excellent father you have girls said she when the door was shut,0.43501013426155843,0.75,0.5926689814567693,1.0154366612195744,0.5628480646191314,1.0,0.620384533019828,1.4996431120628124,0.7757588455913448,1.5,0.8216290642235562,1.9642509801912855,0.2438417481427797,1.0,0.4261474119235309,0.9996431120628125,,,,,,,,,
104,105,"104,""I do not know how you will ever make him amends for his kindness; or me either, for that matter.""",1.3,1,3,2,102,20,do not know how you will ever make him amends for his kindness or me either for that matter,0.682880075672589,1.05,0.5149684240901209,0.9042860266867336,0.5628480646191314,1.0,0.3973440368459363,1.049975012493753,0.7757588455913448,1.5,0.5205407187007322,1.3752701765357274,0.9085672170502831,2.0,0.7209318463472703,1.399800099950025,,,,,,,,,
105,106,"105,""At our time of life, it is not so pleasant, I can tell you, to be making new acquaintance every day; but for your sakes, we would do anything.""",1.8,1,3,1,148,29,our time of life it is not so pleasant i can tell you to be making new acquaintance every day but for your sakes we would do anything,1.0959966446909732,1.55,0.47957389276338874,0.8536541554455186,0.5628480646191314,1.0,0.23577230202710375,0.7242330230954843,0.7757588455913448,1.5,0.3024307021146535,0.9486093151492557,0.2438417481427797,1.0,0.045377476409945466,0.48276456394346784,,,,,,,,,
