,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
195,195,"'All my ships are white,' said Rhoda.",-0.1066701111696429,-0.07301434264354387,-0.0725896534418142,-0.25621724349117136,-0.07551503321740805,-0.020876911722418533,-0.044717441963549626,-0.03149464616013049,-0.13496072687803337,-0.03698993480867,-0.024736224243129858,0.13842452817591844,-0.392484779155079,-0.29482299524661415,-0.36205131528188506,-1.1592781221685822,-2.2094746639395217,-0.331894872716771,0.8771282508979455,-1.1463969062306587,-1.4774004396314953,-1.1413743352852714,-0.6990085545558798,-1.3839417566168837,-1.7638350193494146,-0.775723761239455,1.2609836360611129,0.06137913532288964,-0.11214692644421874,0.9836886303854171,0.9744571691418197
196,196,"'I do not want red petals of hollyhocks or geranium. I want white petals that float when I tip the basin up. I have a fleet now swimming from shore to shore. I will drop a twig in as a raft for a drowning sailor. I will drop a stone in and see bubbles rise from the depths of the sea. Neville has gone and Susan has gone; Jinny is in the kitchen garden picking currants with Louis perhaps. I have a short time alone, while Miss Hudson spreads our copy-books on the schoolroom table. I have a short space of freedom. I have picked all the fallen petals and made them swim. I have put raindrops in some. I will plant a lighthouse here, a head of Sweet Alice. And I will now rock the brown basin from side to side so that my ships may ride the waves. Some will founder. Some will dash themselves against the cliffs. One sails alone. That is my ship. It sails into icy caverns where the sea-bear barks and stalactites swing green chains. The waves rise; their crests curl; look at the lights on the mastheads. They have scattered, they have foundered, all except my ship, which mounts the wave and sweeps before the gale and reaches the islands where the parrots chatter and the creepers . . .'",-0.10881932888433464,-0.07525430712685816,-0.07456854876301162,-0.25633602407363565,-0.0686436145223455,-0.022983676242355342,-0.046684793465128015,-0.03142916337080505,-0.13432797456844675,-0.03183314497167858,-0.02433982856565202,0.1406712207288855,-0.38777093571948834,-0.2898581305149817,-0.42137636661178435,-1.0101569223974556,-2.240550811148817,-0.29058007609099284,0.8771282508979455,-1.1783116775283888,-1.5063972703552808,-1.1721556935714856,-0.7379299826160843,-1.3849663360385696,-1.7619665621458585,-0.8365663087922232,1.362447197994043,0.15095349814231557,-0.10561264179341462,1.0406890109415587,0.9067964917380829
197,197,'Where is Bernard?' said Neville.,-0.10211882659735454,-0.06827088844358424,-0.06829685612900466,-0.25306213426946217,-0.06744785704043602,-0.02476696187480244,-0.046684793465128015,-0.027760037292325367,-0.13043411420175993,-0.026299692021593657,-0.0236539832266956,0.1400966769035062,-0.2900521857589377,-0.1869356677884371,-0.3448506341875241,-0.9870865706698443,-2.2101723100490522,-0.28259264963684755,0.8771282508979455,-1.0788126846589956,-1.4194067781839244,-1.1721556935714856,-0.7379299826160843,-1.3846848674116305,-1.7096980174442302,-0.7741187958422955,1.4684006233961333,0.24024333590089564,-0.04197158969998498,1.0976893914977002,0.9766649596813284
198,198,"'He has my knife. We were in the tool-shed making boats, and Susan came past the door. And Bernard dropped his boat and went after her taking my knife, the sharp one that cuts the keel. He is like a dangling wire, a broken bell-pull, always twangling. He is like the seaweed hung outside the window, damp now, now dry. He leaves me in the lurch; he follows Susan; and if Susan cries he will take my knife and tell her stories. The big blade is an emperor; the broken blade a Negro. I hate dangling things; I hate dampish things. I hate wandering and mixing things together. Now the bell rings and we shall be late. Now we must drop our toys. Now we must go in together. The copy-books are laid out side by side on the green baize table.'",-0.09845251402523336,-0.06444977256028342,-0.06260307350992474,-0.2501668575718938,-0.06560732836730081,-0.027963193564433202,-0.037768561394126585,-0.024798682638895113,-0.12909907636175302,-0.02076235594663148,-0.022818569862883872,0.13641038730778088,-0.19034752903258068,-0.08192154491310186,-0.26285613040539957,-0.9562500485044699,-2.1858728231338755,-0.2642367968127099,0.943752212664301,-1.0243698395040444,-1.3614131167363528,-1.110592976999057,-0.7768514106762887,-1.3819568750964824,-1.6280089169455192,-0.671387425563123,1.5011111479317454,0.24017694019010946,0.015181573827537735,1.154689772053842,1.0524588386445901
199,199,"'I will not conjugate the verb,' said Louis, 'until Bernard has said it. My father is a banker in Brisbane and I speak with an Australian accent. I will wait and copy Bernard. He is English. They are all English. Susan's father is a clergyman. Rhoda has no father. Bernard and Neville are the sons of gentlemen. Jinny lives with her grandmother in London. Now they suck their pens. Now they twist their copy-books, and, looking sideways at Miss Hudson, count the purple buttons on her bodice. Bernard has a chip in his hair. Susan has a red look in her eyes. Both are flushed. But I am pale; I am neat, and my knickerbockers are drawn together by a belt with a brass snake. I know the lesson by heart. I know more than they will ever know. I knew my cases and my genders; I could know everything in the world if I wished. But I do not wish to come to the top and say my lesson. My roots are threaded, like fibres in a flower-pot, round and round about the world. I do not wish to come to the top and live in the light of this great clock, yellow-faced, which ticks and ticks. Jinny and Susan, Bernard and Neville bind themselves into a thong with which to lash me. They laugh at my neatness, at my Australian accent. I will now try to imitate Bernard softly lisping Latin.'",-0.09048776602372871,-0.056148727710354056,-0.050101598889530086,-0.23962508087818318,-0.059044060059733144,-0.026044032717263115,-0.029295296967384123,-0.015374733979378658,-0.1259450494647367,-0.020761801214506156,-0.020853878054423364,0.1364120795640201,-0.029635223474280863,0.08734900229711891,-0.037715181198504005,-0.8330979786325974,-2.0265277482702926,-0.22554194448462278,1.139490407059524,-0.9060974517536338,-1.1874321323936392,-0.9874675438541997,-0.7379299826160843,-1.381638578082825,-1.5794836504022367,-0.6356551851515393,1.5344296113201905,0.24052580403606003,0.00022436838407738013,1.2116901526099837,1.1213272661709839
200,200,"'Those are white words,' said Susan, 'like stones one picks up by the seashore.'",-0.09213128545261062,-0.05786164172700614,-0.054091499827576814,-0.23962508087818318,-0.052876028118735006,-0.026044032717263115,-0.03145191315009144,-0.019130241609734457,-0.11893610080470043,-0.020384028637162013,-0.02017645352851564,0.13786986806289853,-0.06850037101510151,0.04641421034832086,-0.08413893291625481,-0.7648579909363789,-2.032165531375532,-0.25580512967027996,1.139490407059524,-0.9305028650989566,-1.2454257938412108,-1.018248902140414,-0.7379299826160843,-1.3816573476228784,-1.5318469465325244,-0.5717358322543363,1.5342924605125392,0.3195113909796077,0.06312738520832857,1.2116901526099837,1.0905688256323423
201,201,"'They flick their tails right and left as I speak them,' said Bernard.",-0.09124631345244344,-0.05693930341034733,-0.05213175236882226,-0.23536170640044513,-0.054344766650436166,-0.027923349900246506,-0.03242348974194026,-0.018469144087714856,-0.11858565337169862,-0.01485945140108224,-0.01999581469895289,0.13617412806290669,-0.05772362728017369,0.05776483656713143,-0.06178260911276662,-0.7651544201246733,-2.0166469760591923,-0.2895385198569522,1.139490407059524,-0.9173614886822441,-1.2164289631174248,-1.033639581283521,-0.7768514106762887,-1.3114956749015614,-1.4815881344567388,-0.5377385693677825,1.5328804031157495,0.33286553746257935,0.12683424312143923,1.2686905331661253,1.0883616345477436
202,202,"'They wag their tails; they flick their tails; they move through the air in flocks, now this way, now that way, moving all together, now dividing, now coming together.'",-0.09516547516746954,-0.06102394452697924,-0.05382906092949804,-0.22958600057811637,-0.05544004031033646,-0.036878039713285474,-0.03729537920888674,-0.022905951377222566,-0.11736882200710899,-0.009481046080024758,-0.019369655051281506,0.13225327460024935,-0.09216659742067222,0.021487711533214854,-0.07791689607030959,-0.7435357735759656,-1.9868706236419948,-0.41126340676291395,1.139490407059524,-0.9605402969085847,-1.2454257938412108,-1.1259836561421641,-0.8936156948569022,-1.3076514152063448,-1.4327067724187805,-0.5711152453946146,1.5350048352306798,0.3962007795478475,0.18920389965552833,1.2686905331661253,1.1220254407928894
203,203,"'Those are yellow words, those are fiery words,' said Jinny.",-0.09516547516746954,-0.06365919686029016,-0.0560206412435265,-0.22379544718297958,-0.053592812715733976,-0.04064463925365602,-0.03729537920888674,-0.026754806813638034,-0.11751484177085975,-0.009140995287202497,-0.019422956086017622,0.12974994942193366,-0.10230196081234985,-0.015491875538383066,-0.10586230082466976,-0.7274620848743331,-1.9384708867083342,-0.4807915369744568,0.9261896548695493,-0.9980870866706196,-1.2744226245649963,-1.1259836561421641,-0.9714585509773113,-1.3778287678665182,-1.4106581037050845,-0.565018895882228,1.5284536824948274,0.39584143245501496,0.13023464669523122,1.2686905331661253,1.1234647613889848
204,204,"'I should like a fiery dress, a yellow dress, a fulvous dress to wear in the evening.'",-0.09819966488232844,-0.06418624732695234,-0.057980388702281054,-0.21796777485582267,-0.0542308849854924,-0.044349142705253995,-0.03816431302488625,-0.028496370359527384,-0.12064615448240372,-0.0142362098582832,-0.02048525373663735,0.12841921189609667,-0.1354141665698182,-0.023709778183880495,-0.12821862462815795,-0.7433713046154939,-1.9117053580899077,-0.542253603086456,0.9261896548695493,-1.005596444623027,-1.303419455288782,-1.1413743352852714,-1.0493014070977202,-1.4491128914259461,-1.3868514784163266,-0.5461037393280725,1.5243670290502749,0.38498353125287504,0.06677472300266775,1.2116901526099837,1.0769593752415014
205,205,"'Each tense,' said Neville, 'means differently. There is an order in this world; there are distinctions, there are differences in this world, upon whose verge I step. For this is only a beginning.'",-0.0985789385966858,-0.06458153517694899,-0.0628635620445136,-0.2171511583513803,-0.05070557756333626,-0.04857679206606829,-0.04937166049099253,-0.03433618124160356,-0.11801779873489011,-0.014250078161416244,-0.019912404433645458,0.1264230528513506,-0.19690308745107285,-0.08847310323717121,-0.2072601654474017,-0.7099668677921035,-1.9024067884256066,-0.6983252940387099,1.0192817351268422,-1.0112284630873323,-1.3324162860125672,-1.2183277310008072,-1.127144263218129,-1.4494665316048094,-1.3687503226909614,-0.6122211913682696,1.4540105784660566,0.2968266106114579,0.004467058339003744,1.154689772053842,1.028983955193592
206,206,"'Now Miss Hudson,' said Rhoda, 'has shut the book. Now the terror is beginning. Now taking her lump of chalk she draws figures, six, seven, eight, and then a cross and then a line on the blackboard. What is the answer? The others look; they look with understanding. Louis writes; Susan writes; Neville writes; Jinny writes; even Bernard has now begun to write. But I cannot write. I see only figures. The others are handing in their answers, one by one. Now it is my turn. But I have no answer. The others are allowed to go. They slam the door. Miss Hudson goes. I am left alone to find an answer. The figures mean nothing now. Meaning has gone. The clock ticks. The two hands are convoys marching through a desert. The black bars on the clock face are green oases. The long hand has marched ahead to find water. The other, painfully stumbles among hot stones in the desert. It will die in the desert. The kitchen door slams. Wild dogs bark far away. Look, the loop of the figure is beginning to fill with time; it holds the world in it. I begin to draw a figure and the world is looped in it, and I myself am outside the loop; which I now join--so--and seal up, and make entire. The world is entire, and I am outside of it, crying, ""Oh save me, from being blown for ever outside the loop of time!""'",-0.09921106145394806,-0.06524034826027672,-0.0628635620445136,-0.2220508573780345,-0.05255280515793874,-0.054197150118428364,-0.05300160796485342,-0.03632086705849906,-0.11816381849864087,-0.008840330475278081,-0.019979030727065604,0.12344601832798184,-0.212008955953185,-0.10438338850472069,-0.2072601654474017,-0.731628746336671,-1.947877282831818,-0.799827874384838,0.9701676683291112,-1.0206151605278408,-1.3324162860125672,-1.2644997684301287,-1.2439085473987426,-1.4494316225158046,-1.268084724660377,-0.6437286498109869,1.4754836784983467,0.2969565669582189,-0.005898541572685051,1.154689772053842,0.9833419375315055
207,207,"'There Rhoda sits staring at the blackboard,' said Louis, 'in the schoolroom, while we ramble off, picking here a bit of thyme, pinching here a leaf of southernwood while Bernard tells a story. Her shoulder-blades meet across her back like the wings of a small butterfly. And as she stares at the chalk figures, her mind lodges in those white circles, it steps through those white loops into emptiness, alone. They have no meaning for her. She has no answer for them. She has no body as the others have. And I, who speak with an Australian accent, whose father is a banker in Brisbane, do not fear her as I fear the others.'",-0.09794681573942353,-0.06392272209362126,-0.060491064870998354,-0.22461206368742195,-0.055942459420382465,-0.05614213253488577,-0.051879086652376526,-0.03457930351260971,-0.12809316243369226,-0.0038607775523269716,-0.02194067515548224,0.12337214343159206,-0.19068081064003198,-0.0819194781302482,-0.17499159153231575,-0.7975778173825192,-2.0025546368580267,-0.8419946121181784,0.9701676683291112,-1.0018417656468233,-1.303419455288782,-1.2491090892870216,-1.282829975458947,-1.3825209400973542,-1.2667923811016553,-0.7094463503063062,1.4934255238341114,0.29746633626416263,-0.021137301183448958,1.0976893914977002,0.9258690701896584
208,208,"'Let us now crawl,' said Bernard, 'under the canopy of the currant leaves, and tell stories. Let us inhabit the underworld. Let us take possession of our secret territory, which is lit by pendant currants like candelabra, shining red on one side, black on the other. Here, Jinny, if we curl up close, we can sit under the canopy of the currant leaves and watch the censers swing. This is our universe. The others pass down the carriage-drive. The skirts of Miss Hudson and Miss Curry sweep by like candle extinguishers. Those are Susan's white socks. Those are Louis' neat sand-shoes firmly printing the gravel.",-0.09415407859584987,-0.05996984359365489,-0.054877905773639025,-0.22268187922237637,-0.05134532456346151,-0.0500058513003318,-0.047150811467588274,-0.027188107823855303,-0.12625006852679385,0.0016374499078000177,-0.021629302329557395,0.12296185335148069,-0.03357065464540349,0.08355709807285215,-0.022893460925752427,-0.648548752362371,-1.9465902962769677,-0.565714401923491,0.9701676683291112,-0.9455215810037705,-1.2454257938412108,-1.2029370518577,-1.1660656912783336,-1.3824175916606256,-1.1697219880979015,-0.6337854746247753,1.5273081068042251,0.38506365068473075,0.0420799656858404,1.154689772053842,0.9656388749037178
209,209,"Here come warm gusts of decomposing leaves, of rotting vegetation.",-0.09162558716680079,-0.05996984359365489,-0.04970596306107865,-0.2150724981582543,-0.04986821237992626,-0.049801789284354345,-0.046468380174000734,-0.025770475097501373,-0.12313498023344437,0.0019433846749149885,-0.020907830552636387,0.1207408466191076,0.036718377103460896,0.10353855590575957,0.05162761841920851,-0.6222338424705391,-1.8548540848792774,-0.5380020031883872,0.9701676683291112,-0.9455215810037705,-1.1874321323936392,-1.2183277310008072,-1.1660656912783336,-1.3823048893073262,-1.0667358428187979,-0.6316866685012216,1.5629185144646232,0.4760225013384733,0.10529445566578109,1.154689772053842,1.037531691660957
210,210,We are in a swamp now; in a malarial jungle.,-0.08985564316646642,-0.06076041929364816,-0.04483946158719574,-0.21456768068278084,-0.04751689094491095,-0.049817312781114155,-0.04651959012155848,-0.026018473746436017,-0.11158319447894015,0.007051912817003415,-0.018647618382413772,0.12081711330698802,0.05986974730141963,0.057031399552688836,0.10723827173010489,-0.5768255777690913,-1.8618346138941029,-0.5811681764505657,1.105070909038605,-0.956785617932381,-1.1294384709460683,-1.2183277310008072,-1.1660656912783336,-1.3119853213678203,-1.000087697656378,-0.529646014655928,1.5684736922456077,0.565666862209425,0.16866142764087222,1.154689772053842,1.037505518304239
211,211,"There is an elephant white with maggots, killed by an arrow shot dead in its eye.",-0.08859139745194189,-0.0594427931269927,-0.04297478972521491,-0.20836139524901884,-0.04210751186008228,-0.04796808811689053,-0.04469471534068634,-0.0233587578991538,-0.11002565033226541,0.012569555901516665,-0.01819600203180862,0.12338658056687014,0.07369517811125434,0.07159306133999241,0.12731484317477454,-0.5125730424958345,-1.7781904940493134,-0.5508746977862441,1.105070909038605,-0.9380122230513636,-1.1004416402222827,-1.1875463727145927,-1.127144263218129,-1.2581854765306113,-0.9560745919096355,-0.5988480812899529,1.563638615526914,0.6560449605756747,0.2320841311394027,1.154689772053842,1.0075180421232803
212,212,"The bright eyes of hopping birds--eagles, vultures--are apparent.",-0.08922352030920416,-0.0594427931269927,-0.04328281138609046,-0.21196935544137332,-0.04298172111156233,-0.04804464190751809,-0.04856742621588945,-0.027342758666730277,-0.11586644088229563,0.0071295753145484645,-0.019701177795497172,0.12264237863326881,0.05702472895049449,0.054034878462338724,0.11995859719882747,-0.47827263841244594,-1.8464645865670855,-0.5619745153589808,1.105070909038605,-0.9380122230513636,-1.1004416402222827,-1.2337184101439143,-1.0882228351579246,-1.258790508536884,-0.9548043396380678,-0.6312425281689693,1.486890325371947,0.6517628385481161,0.1684908274873792,1.0976893914977002,0.9647409719440665
213,213,They take us for fallen trees.,-0.09048776602372871,-0.06076041929364816,-0.043932471808573625,-0.20883404298340824,-0.047804944568003986,-0.05026800509712659,-0.051719609672414964,-0.02908432221261963,-0.11645700970457647,0.007135954733989665,-0.019723228696448804,0.12143119799646884,0.015420409998838466,0.010215048917919111,0.10482014131075043,-0.5871892622016657,-1.798665366776699,-0.6485670014385876,1.105070909038605,-0.956785617932381,-1.1004416402222827,-1.2644997684301287,-1.127144263218129,-1.2588809389509776,-0.9328902855624117,-0.5994934230511499,1.5177148078233262,0.6644258008659827,0.168221552793153,1.0976893914977002,0.8911734259012577
214,214,They pick at a worm--that is a hooded cobra--and leave it with a festering brown scar to be mauled by lions.,-0.09175201173825326,-0.06207804546030362,-0.046057700884639514,-0.21051676790165313,-0.04926530944787104,-0.05805348843714363,-0.051719609672414964,-0.028904592854683844,-0.11788475850569498,0.011422924598476512,-0.02008203495451221,0.12170668840526015,-0.0027231818442021044,-0.008894724344068369,0.07847296103766897,-0.6071971592928367,-1.810704969229117,-0.8182336421686774,1.105070909038605,-0.9755590128133985,-1.1294384709460683,-1.2644997684301287,-1.2439085473987426,-1.2588240004947615,-0.8362334349629529,-0.6022299198472586,1.5340455493177692,0.6714844242981958,0.165084397189987,1.0976893914977002,0.8553511217351187
215,215,"This is our world, lit with crescents and stars of light; and great petals half transparent block the openings like purple windows.",-0.09175201173825326,-0.06207804546030362,-0.04821462001083602,-0.21528283877303495,-0.047056340094035434,-0.058062072125060524,-0.051740622252443434,-0.02771684651638731,-0.11867975499722687,0.01141959620572458,-0.020272374154420972,0.12143870442592572,-0.002986186914135732,-0.009171734943549566,0.051361936201700605,-0.5600729197672922,-1.8814275196466281,-0.8193862049472599,1.1825965364992415,-0.9755590128133985,-1.1584353016698539,-1.2644997684301287,-1.2439085473987426,-1.2592494058110664,-0.8073618454420479,-0.7083828325201927,1.54542195155706,0.6606443633892828,0.10206975777117915,1.0976893914977002,0.783651609772727
216,216,Everything is strange.,-0.09301625745277779,-0.06339567162695907,-0.04821462001083602,-0.2146592407150971,-0.0487092989660868,-0.06220568687823515,-0.05432242950257883,-0.02771684651638731,-0.11634343877721477,0.016366974665407024,-0.02018527096268502,0.12072855612356415,-0.0318033897968735,-0.03952350971327637,0.051361936201700605,-0.5944819653087356,-1.87132319320995,-0.9456713576779326,0.9918145438797934,-0.994332407694416,-1.1584353016698539,-1.295281126716343,-1.3217514035191518,-1.2680912018333694,-0.7597268310381684,-0.8096490235650604,1.5513156049453953,0.6504837708756698,0.09480866886810425,1.154689772053842,0.7155347140372657
