"","sent_raw","syuzhet","bing","afinn","nrc"
"304","303,""Oh, Im not afraid, replied the Scarecrow.""",-0.75,-1,-2,-1
"305","304,He cant hurt the straw.",-0.75,-1,-2,-1
"306","305,Do let me carry that basket for you.",0,0,0,0
"307","306,""I shall not mind it, for I cant get tired.""",-0.75,-1,-2,-1
"308","307,""Ill tell you a secret, he continued, as he walked along.""",-0.5,0,-2,-1
"309","308,There is only one thing in the world I am afraid of.",-0.75,-1,-2,-1
"310","309,What is that?",0,0,0,0
"311","310,asked Dorothy; the Munchkin farmer who made you?",0,0,0,0
"312","311,""No, answered the Scarecrow; its a lighted match.""",0,0,-1,0
"313","312,The Road Through the Forest",0,0,0,0
"314","313,""After a few hours the road began to be rough, and the walking grew so difficult that the Scarecrow often stumbled over the yellow bricks, which were here very uneven.""",-1.85,-4,-1,-1
"315","314,""Sometimes, indeed, they were broken or missing altogether, leaving holes that Toto jumped across and Dorothy walked around.""",-1.25,-1,-3,-2
"316","315,""As for the Scarecrow, having no brains, he walked straight ahead, and so stepped into the holes and fell at full length on the hard bricks.""",1.25,-2,-1,2
"317","316,""It never hurt him, however, and Dorothy would pick him up and set him upon his feet again, while he joined her in laughing merrily at his own mishap.""",0.95,-1,-1,1
"318","317,The farms were not nearly so well cared for here as they were farther back.",0.8,1,0,0
"319","318,""There were fewer houses and fewer fruit trees, and the farther they went the more dismal and lonesome the country became.""",-1.5,-2,-4,-2
"320","319,""At noon they sat down by the roadside, near a little brook, and Dorothy opened her basket and got out some bread.""",0,0,0,0
"321","320,""She offered a piece to the Scarecrow, but he refused.""",-0.75,-1,-2,-1
"322","321,""I am never hungry, he said, and it is a lucky thing I am not, for my mouth is only painted, and if I should cut a hole in it so I could eat, the straw I am stuffed with would come out, and that would spoil the shape of my head.""",0.35,0,2,1
"323","322,""Dorothy saw at once that this was true, so she only nodded and went on eating her bread.""",0.5,0,2,1
"324","323,""Tell me something about yourself and the country you came from, said the Scarecrow, when she had finished her dinner.""",0.6,0,0,1
"325","324,""So she told him all about Kansas, and how gray everything was there, and how the cyclone had carried her to this queer Land of Oz.""",-0.5,-1,-1,0
"326","325,""The Scarecrow listened carefully, and said, I cannot understand why you should wish to leave this beautiful country and go back to the dry, gray place you call Kansas.""",1.55,1,4,1
"327","326,That is because you have no brains answered the girl.",0.6,0,-1,1
"328","327,""No matter how dreary and gray our homes are, we people of flesh and blood would rather live there than in any other country, be it ever so beautiful.""",0,0,0,0
"329","328,There is no place like home.",0.5,1,1,0
"330","329,The Scarecrow sighed.",0,0,0,0
"331","330,""Of course I cannot understand it, he said.""",0,0,0,0
"332","331,""If your heads were stuffed with straw, like mine, you would probably all live in the beautiful places, and then Kansas would have no people at all.""",1.25,2,4,1
"333","332,It is fortunate for Kansas that you have brains.",1.6,1,2,2
"334","333,""Wont you tell me a story, while we are resting?""",0,0,0,0
"335","334,asked the child.",0.6,0,0,1
"336","335,""The Scarecrow looked at her reproachfully, and answered:""",0,0,0,0
"337","336,My life has been so short that I really know nothing whatever.",0,0,0,0
"338","337,I was only made day before yesterday.",0,0,0,0
"339","338,What happened in the world before that time is all unknown to me.",-0.5,-1,0,-1
"340","339,""Luckily, when the farmer made my head, one of the first things he did was to paint my ears, so that I heard what was going on.""",0.5,0,3,0
"341","340,""There was another Munchkin with him, and the first thing I heard was the farmer saying, How do you like those ears?""",0.5,1,2,0
"342","341,""They arent straight, answered the other.""",0.6,0,1,0
"343","342,""Never mind, said the farmer.""",0,0,0,0
"344","343,""They are ears just the same, which was true enough.""",0.25,1,2,1
"345","344,""Now Ill make the eyes, said the farmer.""",-0.5,0,-2,-1
"346","345,""So he painted my right eye, and as soon as it was finished I found myself looking at him and at everything around me with a great deal of curiosity, for this was my first glimpse of the world.""",2.65,2,3,3
"347","346,""Thats a rather pretty eye, remarked the Munchkin who was watching the farmer.""",0.75,1,1,1
"348","347,Blue paint is just the color for eyes.",0,0,0,0
"349","348,""I think Ill make the other a little bigger, said the farmer.""",-0.5,0,-2,-1
"350","349,And when the second eye was done I could see much better than before.",0.8,1,2,0
"351","350,Then he made my nose and my mouth.",0,0,0,0
"352","351,""But I did not speak, because at that time I didnt know what a mouth was for.""",0,0,0,0
"353","352,""I had the fun of watching them make my body and my arms and legs; and when they fastened on my head, at last, I felt very proud, for I thought I was just as good a man as anyone.""",2.25,3,9,3
"354","353,""This fellow will scare the crows fast enough, said the farmer.""",-0.6,1,-2,0
"355","354,He looks just like a man.",0.5,1,2,0
"356","355,""Why, he is a man, said the other, and I quite agreed with him.""",0.5,0,1,1
"357","356,""The farmer carried me under his arm to the cornfield, and set me up on a tall stick, where you found me.""",0.6,0,0,1
"358","357,He and his friend soon after walked away and left me alone.",0.2,0,-1,1
"359","358,I did not like to be deserted this way.",-0.1,1,2,-1
"360","359,So I tried to walk after them.",0,0,0,0
"361","360,""But my feet would not touch the ground, and I was forced to stay on that pole.""",-0.5,0,-1,-1
"362","361,""It was a lonely life to lead, for I had nothing to think of, having been made such a little while before.""",-0.5,0,-2,0
"363","362,""Many crows and other birds flew into the cornfield, but as soon as they saw me they flew away again, thinking I was a Munchkin; and this pleased me and made me feel that I was quite an important person.""",1.5,2,5,2
"364","363,""By and by an old crow flew near me, and after looking at me carefully he perched upon my shoulder and said:""",0.25,0,2,2
"365","364,I wonder if that farmer thought to fool me in this clumsy manner.",-1.5,-1,-2,-2
"366","365,Any crow of sense could see that you are only stuffed with straw.",0,0,0,1
"367","366,Then he hopped down at my feet and ate all the corn he wanted.",0,0,0,0
"368","367,""The other birds, seeing he was not harmed by me, came to eat the corn too, so in a short time there was a great flock of them about me.""",0.6,0,1,1
"369","368,""I felt sad at this, for it showed I was not such a good Scarecrow after all; but the old crow comforted me, saying, If you only had brains in your head you would be as good a man as any of them, and a better man than some of them.""",1.65,1,3,2
"370","369,""Brains are the only things worth having in this world, no matter whether one is a crow or a man.""",1.35,1,2,2
"371","370,""After the crows had gone I thought this over, and decided I would try hard to get some brains.""",0.35,-1,-1,1
"372","371,""By good luck you came along and pulled me off the stake, and from what you say I am sure the Great Oz will give me brains as soon as we get to the Emerald City.""",2.6,3,9,3
"373","372,""I hope so, said Dorothy earnestly, since you seem anxious to have them.""",0.25,0,0,1
"374","373,""Oh, yes; I am anxious, returned the Scarecrow.""",0.05,-1,-1,-1
"375","374,It is such an uncomfortable feeling to know one is a fool.",-1.25,-2,-3,-2
"376","375,""Well, said the girl, let us go.""",0.8,1,0,0
"377","376,And she handed the basket to the Scarecrow.",0,0,0,0
"378","377,""There were no fences at all by the roadside now, and the land was rough and untilled.""",-0.25,-1,-1,1
"379","378,""Toward evening they came to a great forest, where the trees grew so big and close together that their branches met over the road of yellow brick.""",0.75,1,4,0
"380","379,""It was almost dark under the trees, for the branches shut out the daylight; but the travelers did not stop, and went on into the forest.""",-1,-1,-1,0
"381","380,""If this road goes in, it must come out, said the Scarecrow, and as the Emerald City is at the other end of the road, we must go wherever it leads us.""",0.4,1,0,0
"382","381,""Anyone would know that, said Dorothy.""",0,0,0,0
"383","382,""Certainly; that is why I know it, returned the Scarecrow.""",0,0,0,0
"384","383,""If it required brains to figure it out, I never should have said it.""",0.6,0,0,1
"385","384,""After an hour or so the light faded away, and they found themselves stumbling along in the darkness.""",-0.15,-1,-1,0
"386","385,""Dorothy could not see at all, but Toto could, for some dogs see very well in the dark; and the Scarecrow declared he could see as well as by day.""",0.2,0,0,0
"387","386,So she took hold of his arm and managed to get along fairly well.",1.3,2,0,1
"388","387,""If you see any house, or any place where we can pass the night, she said, you must tell me; for it is very uncomfortable walking in the dark.""",-1.35,-2,-2,-1
"389","388,Soon after the Scarecrow stopped.",-0.4,0,-1,0
"390","389,""I see a little cottage at the right of us, he said, built of logs and branches.""",0.8,1,0,0
"391","390,Shall we go there?",0,0,0,0
"392","391,""Yes, indeed, answered the child.""",1.4,0,1,1
"393","392,I am all tired out.",-0.75,-1,-2,-1
"394","393,""So the Scarecrow led her through the trees until they reached the cottage, and Dorothy entered and found a bed of dried leaves in one corner.""",1,1,1,1
"395","394,""She lay down at once, and with Toto beside her soon fell into a sound sleep.""",-0.5,-1,0,-1
"396","395,""The Scarecrow, who was never tired, stood up in another corner and waited patiently until morning came.""",0.25,0,-2,-1
"397","396,The Rescue of the Tin Woodman",0.25,0,2,1
"398","397,When Dorothy awoke the sun was shining through the trees and Toto had long been out chasing birds around him and squirrels.",1.2,0,0,2
"399","398,She sat up and looked around her.",0,0,0,0
"400","399,""There was the Scarecrow, still standing patiently in his corner, waiting for her.""",1,1,0,1
"401","400,""We must go and search for water, she said to him.""",0,0,0,0
"402","401,Why do you want water?",0,0,1,0
"403","402,he asked.",0,0,0,0
"404","403,""To wash my face clean after the dust of the road, and to drink, so the dry bread will not stick in my throat.""",0.25,0,2,0
"405","404,""It must be inconvenient to be made of flesh, said the Scarecrow thoughtfully, for you must sleep, and eat and drink.""",1.1,1,-2,0
"406","405,""However, you have brains, and it is worth a lot of bother to be able to think properly.""",1.6,1,0,1
"407","406,""They left the cottage and walked through the trees until they found a little spring of clear water, where Dorothy drank and bathed and ate her breakfast.""",1.7,1,1,2
"408","407,""She saw there was not much bread left in the basket, and the girl was thankful the Scarecrow did not have to eat anything, for there was scarcely enough for herself and Toto for the day.""",0.85,1,2,1
"409","408,""When she had finished her meal, and was about to go back to the road of yellow brick, she was startled to hear a deep groan near by.""",-1.4,0,-4,-1
